Attack,Host,Run,Mode,CPU Temperature (°C),CPU Usage (%),Memory Usage (%),Attack Type,Measurement,Timestamp,Relative Time (s),Disk Read (Mo/s),Disk Write (Mo/s),Encrypted Disk Usage (%),Encrypted Files,Encrypted Files Size (Mo),Encryption Speed (o/s),Memory Usage (Mo),Network (Ko/s)
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.7,26.0,22.6,Ransomware,System,00:02:43.750,163.75,0.0,0.0,13.58,120,68.36,2097152,652.12,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,65.7,25.1,22.6,Ransomware,System,00:02:44.850,164.85,0.0,0.0,13.98,122,70.36,2097152,651.88,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,65.7,25.9,22.5,Ransomware,System,00:02:45.950,165.95,0.0,0.0,14.38,124,72.36,2097152,652.19,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.2,26.0,22.5,Ransomware,System,00:02:47.050,167.05,0.0,0.0,14.77,126,74.36,2097152,652.19,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.7,25.1,22.5,Ransomware,System,00:02:48.150,168.15,0.0,0.04,15.17,128,76.36,2097152,651.93,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.2,25.1,22.5,Ransomware,System,00:02:49.250,169.25,0.0,0.0,15.57,130,78.36,2097152,652.18,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,65.7,25.6,22.5,Ransomware,System,00:02:50.350,170.35,0.0,0.03,15.97,132,80.36,2097152,651.93,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.2,25.5,22.5,Ransomware,System,00:02:51.450,171.45,0.0,0.0,16.36,134,82.36,2097152,651.93,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.2,25.4,22.5,Ransomware,System,00:02:52.560,172.56,0.01,0.09,16.76,136,84.36,2097152,652.42,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.2,25.0,22.5,Ransomware,System,00:02:53.670,173.67,0.0,0.0,17.16,137,86.36,2097152,652.41,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.2,25.9,22.5,Ransomware,System,00:02:54.780,174.78,0.0,0.0,17.36,139,87.36,1048576,652.16,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.2,25.5,22.5,Ransomware,System,00:02:55.880,175.88,0.0,0.0,17.75,141,89.36,2097152,652.16,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.7,26.2,22.5,Ransomware,System,00:02:56.980,176.98,0.0,0.0,18.15,143,91.36,2097152,652.16,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,65.7,25.9,22.5,Ransomware,System,00:02:58.090,178.09,0.0,0.04,18.55,145,93.36,2097152,651.91,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,65.7,25.6,22.5,Ransomware,System,00:02:59.190,179.19,0.0,1.0,18.95,147,95.36,2097152,651.91,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,65.7,25.5,22.5,Ransomware,System,00:03:00.290,180.29,0.0,3.11,19.34,149,97.36,2097152,651.89,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,26.5,22.5,Ransomware,System,00:03:01.390,181.39,0.0,0.0,19.74,151,99.36,2097152,652.38,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.2,25.1,22.5,Ransomware,System,00:03:02.490,182.49,0.0,0.0,20.14,153,101.36,2097152,652.62,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.7,25.5,22.5,Ransomware,System,00:03:03.590,183.59,0.0,0.0,20.54,155,103.36,2097152,652.87,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,65.7,22.0,22.5,Ransomware,System,00:03:04.700,184.7,0.0,9.2,20.74,156,104.36,1048576,652.86,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.7,25.9,22.5,Ransomware,System,00:03:05.800,185.8,0.0,0.04,21.13,158,106.36,2097152,652.86,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.1,25.5,22.5,Ransomware,System,00:03:06.910,186.91,0.0,0.0,21.53,160,108.36,2097152,652.62,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.2,26.0,22.5,Ransomware,System,00:03:08.010,188.01,0.0,0.0,21.93,162,110.36,2097152,652.62,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,25.5,22.5,Ransomware,System,00:03:09.110,189.11,0.0,0.0,22.32,164,112.36,2097152,652.86,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,25.6,22.5,Ransomware,System,00:03:10.210,190.21,0.0,10.04,22.72,166,114.36,2097152,652.36,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.2,25.5,22.5,Ransomware,System,00:03:11.310,191.31,0.0,0.0,23.12,168,116.36,2097152,652.86,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.2,26.2,22.5,Ransomware,System,00:03:12.420,192.42,0.0,0.0,23.52,170,118.36,2097152,652.86,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.7,25.1,22.5,Ransomware,System,00:03:13.520,193.52,0.0,0.0,23.91,172,120.36,2097152,652.86,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.2,24.6,22.5,Ransomware,System,00:03:14.620,194.62,0.0,0.04,24.31,173,122.36,2097152,652.85,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.7,26.1,22.5,Ransomware,System,00:03:15.730,195.73,0.0,9.0,24.51,175,123.36,1048576,653.03,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,31.2,22.2,Ransomware,System,00:03:16.850,196.85,0.0,0.0,25.04,400,126.04,2814634,654.52,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.2,31.5,22.2,Ransomware,System,00:03:17.980,197.98,0.0,0.0,25.42,437,127.92,1966798,654.73,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,30.8,22.2,Ransomware,System,00:03:19.100,199.1,0.0,0.0,25.79,508,129.82,1994547,654.49,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.6,31.2,22.2,Ransomware,System,00:03:20.220,200.22,0.0,0.99,26.14,601,131.56,1827854,654.72,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.1,26.6,22.2,Ransomware,System,00:03:21.330,201.33,0.0,9.0,26.36,655,132.64,1134393,654.71,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,25.0,22.2,Ransomware,System,00:03:22.440,202.44,0.0,1.0,26.62,656,133.98,1402218,654.71,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.1,25.4,22.2,Ransomware,System,00:03:23.550,203.55,0.0,0.0,27.01,663,135.96,2071507,654.71,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.6,24.0,22.2,Ransomware,System,00:03:24.660,204.66,0.0,0.66,27.43,1048,138.04,2183245,654.39,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.1,25.0,22.2,Ransomware,System,00:03:25.770,205.77,0.0,0.0,27.43,1048,138.04,0,654.14,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.6,25.5,22.2,Ransomware,System,00:03:26.890,206.89,0.0,7.14,27.43,1048,138.04,0,654.14,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.6,25.0,22.2,Ransomware,System,00:03:28.010,208.01,0.0,3.0,27.43,1048,138.04,0,653.9,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.1,25.0,22.2,Ransomware,System,00:03:29.130,209.13,0.0,0.0,27.43,1048,138.04,0,653.65,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.1,25.0,22.2,Ransomware,System,00:03:30.240,210.24,0.0,0.02,27.43,1048,138.04,0,653.89,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,25.4,22.2,Ransomware,System,00:03:31.360,211.36,0.0,0.0,27.43,1048,138.04,0,653.89,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,25.0,22.1,Ransomware,System,00:03:32.480,212.48,0.0,7.0,27.43,1048,138.04,0,653.15,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.1,24.6,22.1,Ransomware,System,00:03:33.600,213.6,0.0,3.0,27.43,1048,138.04,0,653.15,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,24.5,22.1,Ransomware,System,00:03:34.720,214.72,0.0,0.01,27.43,1048,138.04,0,653.14,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,24.6,22.1,Ransomware,System,00:03:35.830,215.83,0.0,0.0,27.43,1048,138.04,0,653.14,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.2,25.0,22.1,Ransomware,System,00:03:36.940,216.94,0.0,0.0,27.43,1048,138.04,0,653.14,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,25.1,22.1,Ransomware,System,00:03:38.060,218.06,0.0,4.16,27.43,1048,138.04,0,653.14,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,25.4,22.1,Ransomware,System,00:03:39.180,219.18,0.0,7.42,27.43,1048,138.04,0,653.14,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.6,25.0,22.1,Ransomware,System,00:03:40.300,220.3,0.0,0.02,27.43,1048,138.04,0,653.14,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,25.0,22.1,Ransomware,System,00:03:41.420,221.42,0.0,0.0,27.43,1048,138.04,0,653.14,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,24.6,22.1,Ransomware,System,00:03:42.530,222.53,0.0,0.0,27.43,1048,138.04,0,652.75,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.6,24.6,22.1,Ransomware,System,00:03:43.650,223.65,0.0,0.0,27.43,1048,138.04,0,652.4,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,24.9,22.1,Ransomware,System,00:03:44.760,224.76,0.0,9.02,27.43,1048,138.04,0,652.64,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,25.0,22.1,Ransomware,System,00:03:45.880,225.88,0.0,0.0,27.43,1048,138.04,0,652.4,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.6,25.0,22.1,Ransomware,System,00:03:46.990,226.99,0.0,0.0,27.43,1048,138.04,0,652.15,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.6,25.0,22.1,Ransomware,System,00:03:48.110,228.11,0.0,0.0,27.43,1048,138.04,0,651.91,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.1,25.0,22.1,Ransomware,System,00:03:49.220,229.22,0.0,0.0,27.43,1048,138.04,0,652.4,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.6,24.7,22.1,Ransomware,System,00:03:50.330,230.33,0.0,10.09,27.43,1048,138.04,0,652.38,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,67.2,25.4,22.1,Ransomware,System,00:03:51.450,231.45,0.0,0.0,27.43,1048,138.04,0,652.62,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.6,24.6,22.1,Ransomware,System,00:03:52.560,232.56,0.0,0.0,27.43,1048,138.04,0,652.62,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.1,25.0,22.1,Ransomware,System,00:03:53.680,233.68,0.0,0.0,27.43,1048,138.04,0,652.62,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,69.1,25.1,22.1,Ransomware,System,00:03:54.800,234.8,0.0,1.27,27.43,1048,138.04,0,652.86,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.6,29.9,22.1,Ransomware,System,00:03:55.920,235.92,0.0,15.67,38.36,1107,193.05,57686468,652.86,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,68.6,0.5,22.0,Ransomware,System,00:03:57.100,237.1,0.0,26.5,38.49,1432,193.7,685056,646.11,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,66.7,0.0,22.0,Ransomware,System,00:03:58.210,238.21,0.0,20.34,38.49,1432,193.7,0,646.11,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,65.7,0.0,22.0,Ransomware,System,00:03:59.330,239.33,0.0,0.0,38.49,1432,193.7,0,646.11,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,66.2,0.0,22.0,Ransomware,System,00:04:00.440,240.44,0.0,0.3,38.49,1432,193.7,0,646.1,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,66.2,0.5,22.0,Ransomware,System,00:04:01.560,241.56,0.0,0.0,38.49,1432,193.7,0,646.1,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,66.2,0.0,22.0,Ransomware,System,00:04:02.670,242.67,0.0,0.0,38.49,1432,193.7,0,646.1,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,65.2,0.0,22.0,Ransomware,System,00:04:03.850,243.85,0.0,0.0,38.49,1432,193.7,0,646.1,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,65.2,0.0,22.0,Ransomware,System,00:04:04.960,244.96,0.0,0.0,38.49,1432,193.7,0,646.1,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,66.2,0.0,22.0,Ransomware,System,00:04:06.080,246.08,0.0,0.0,38.49,1432,193.7,0,646.1,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,65.7,0.0,22.0,Ransomware,System,00:04:07.190,247.19,0.0,0.0,38.49,1432,193.7,0,646.1,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.5,22.0,Ransomware,System,00:04:08.310,248.31,0.0,0.01,38.49,1432,193.7,0,646.1,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.7,0.0,21.9,Ransomware,System,00:04:09.490,249.49,0.0,0.0,38.49,1432,193.7,0,645.86,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,65.2,0.0,21.9,Ransomware,System,00:04:10.610,250.61,0.0,0.0,38.49,1432,193.7,0,645.86,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.5,21.9,Ransomware,System,00:04:11.720,251.72,0.0,0.0,38.49,1432,193.7,0,645.86,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,65.2,0.0,21.9,Ransomware,System,00:04:12.840,252.84,0.0,0.0,38.49,1432,193.7,0,645.86,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,65.2,0.0,21.9,Ransomware,System,00:04:13.950,253.95,0.0,0.35,38.49,1432,193.7,0,645.85,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,65.7,0.0,21.9,Ransomware,System,00:04:15.120,255.12,0.0,0.0,38.49,1432,193.7,0,645.85,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,65.2,0.0,22.0,Ransomware,System,00:04:16.230,256.23,0.0,0.0,38.49,1432,193.7,0,646.09,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.7,0.0,22.0,Ransomware,System,00:04:17.350,257.35,0.0,0.0,38.49,1432,193.7,0,646.09,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.7,0.0,22.0,Ransomware,System,00:04:18.460,258.46,0.0,0.0,38.49,1432,193.7,0,646.09,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,1.5,21.9,Ransomware,System,00:04:19.580,259.58,0.0,0.0,38.49,1432,193.7,0,645.85,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.7,0.0,22.0,Ransomware,System,00:04:20.760,260.76,0.0,0.0,38.49,1432,193.7,0,646.09,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.0,22.0,Ransomware,System,00:04:21.870,261.87,0.0,0.01,38.49,1432,193.7,0,646.09,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.7,0.0,22.0,Ransomware,System,00:04:22.980,262.98,0.0,0.0,38.49,1432,193.7,0,646.09,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,22.0,Ransomware,System,00:04:24.100,264.1,0.0,0.0,38.49,1432,193.7,0,646.09,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.7,0.0,22.0,Ransomware,System,00:04:25.220,265.22,0.0,0.0,38.49,1432,193.7,0,646.09,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.0,22.0,Ransomware,System,00:04:26.410,266.41,0.0,0.0,38.49,1432,193.7,0,646.09,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.0,22.0,Ransomware,System,00:04:27.520,267.52,0.0,0.01,38.49,1432,193.7,0,646.32,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.7,0.0,22.0,Ransomware,System,00:04:28.640,268.64,0.0,0.0,38.49,1432,193.7,0,646.32,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.7,0.0,22.0,Ransomware,System,00:04:29.750,269.75,0.0,1.5,38.49,1432,193.7,0,646.32,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,22.0,Ransomware,System,00:04:30.870,270.87,0.0,0.0,38.49,1432,193.7,0,646.08,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.7,0.5,22.0,Ransomware,System,00:04:32.060,272.06,0.0,0.0,38.49,1432,193.7,0,646.08,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.7,0.0,22.0,Ransomware,System,00:04:33.170,273.17,0.0,0.0,38.49,1432,193.7,0,646.32,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.7,0.0,22.0,Ransomware,System,00:04:34.290,274.29,0.0,0.0,38.49,1432,193.7,0,646.08,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.0,22.0,Ransomware,System,00:04:35.400,275.4,0.0,0.02,38.49,1432,193.7,0,646.07,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.0,22.0,Ransomware,System,00:04:36.520,276.52,0.0,0.0,38.49,1432,193.7,0,646.07,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.0,22.0,Ransomware,System,00:04:37.710,277.71,0.0,0.0,38.49,1432,193.7,0,646.07,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.0,22.0,Ransomware,System,00:04:38.820,278.82,0.0,0.0,38.49,1432,193.7,0,646.07,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.0,22.0,Ransomware,System,00:04:39.940,279.94,0.0,0.0,38.49,1432,193.7,0,646.07,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.5,22.0,Ransomware,System,00:04:41.050,281.05,0.0,0.05,38.49,1432,193.7,0,646.07,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.7,0.0,22.0,Ransomware,System,00:04:42.170,282.17,0.0,0.0,38.49,1432,193.7,0,646.07,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.7,0.0,22.0,Ransomware,System,00:04:43.360,283.36,0.0,0.0,38.49,1432,193.7,0,646.07,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.0,21.9,Ransomware,System,00:04:44.470,284.47,0.0,0.0,38.49,1432,193.7,0,645.82,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.7,0.0,21.9,Ransomware,System,00:04:45.590,285.59,0.0,0.07,38.49,1432,193.7,0,645.92,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.7,0.0,21.9,Ransomware,System,00:04:46.700,286.7,0.0,0.04,38.49,1432,193.7,0,645.81,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.5,21.9,Ransomware,System,00:04:47.810,287.81,0.0,0.0,38.49,1432,193.7,0,645.81,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.7,0.0,21.9,Ransomware,System,00:04:49.000,289.0,0.0,0.0,38.49,1432,193.7,0,645.81,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.7,0.0,21.9,Ransomware,System,00:04:50.110,290.11,0.0,0.0,38.49,1432,193.7,0,645.81,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:04:51.230,291.23,0.0,0.05,38.49,1432,193.7,0,645.81,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:04:52.340,292.34,0.0,0.0,38.49,1432,193.7,0,645.57,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:04:53.460,293.46,0.0,0.03,38.49,1432,193.7,0,645.56,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.5,21.9,Ransomware,System,00:04:54.640,294.64,0.0,0.0,38.49,1432,193.7,0,645.56,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.7,0.0,21.9,Ransomware,System,00:04:55.750,295.75,0.0,0.0,38.49,1432,193.7,0,645.56,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.0,21.9,Ransomware,System,00:04:56.870,296.87,0.0,0.07,38.49,1432,193.7,0,645.56,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.7,0.0,21.9,Ransomware,System,00:04:57.980,297.98,0.0,0.0,38.49,1432,193.7,0,645.56,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:04:59.100,299.1,0.0,0.0,38.49,1432,193.7,0,645.56,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.7,0.0,21.9,Ransomware,System,00:05:00.270,300.27,0.0,0.0,38.49,1432,193.7,0,645.8,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.0,21.9,Ransomware,System,00:05:01.390,301.39,0.0,0.01,38.49,1432,193.7,0,645.55,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.0,21.9,Ransomware,System,00:05:02.500,302.5,0.0,0.0,38.49,1432,193.7,0,645.3,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.8,0.0,21.9,Ransomware,System,00:05:03.620,303.62,0.0,0.0,38.49,1432,193.7,0,645.3,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.7,0.0,21.9,Ransomware,System,00:05:04.730,304.73,0.0,0.02,38.49,1432,193.7,0,645.3,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.8,0.0,21.9,Ransomware,System,00:05:05.910,305.91,0.0,0.0,38.49,1432,193.7,0,645.3,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.3,0.0,21.9,Ransomware,System,00:05:07.030,307.03,0.0,0.0,38.49,1432,193.7,0,645.3,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.0,21.9,Ransomware,System,00:05:08.140,308.14,0.0,0.0,38.49,1432,193.7,0,645.06,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:09.260,309.26,0.0,0.0,38.49,1432,193.7,0,645.06,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.3,0.0,21.9,Ransomware,System,00:05:10.370,310.37,0.0,0.0,38.49,1432,193.7,0,645.06,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:11.550,311.55,0.0,0.0,38.49,1432,193.7,0,645.3,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:12.670,312.67,0.0,0.0,38.49,1432,193.7,0,645.3,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:13.780,313.78,0.0,0.03,38.49,1432,193.7,0,644.8,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.8,0.0,21.9,Ransomware,System,00:05:14.900,314.9,0.0,0.0,38.49,1432,193.7,0,645.05,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.8,0.5,21.9,Ransomware,System,00:05:16.010,316.01,0.0,0.0,38.49,1432,193.7,0,644.8,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.0,21.9,Ransomware,System,00:05:17.190,317.19,0.0,0.0,38.49,1432,193.7,0,644.8,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.8,0.0,21.9,Ransomware,System,00:05:18.310,318.31,0.0,0.01,38.49,1432,193.7,0,644.8,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:19.420,319.42,0.0,0.0,38.49,1432,193.7,0,644.8,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.7,0.0,21.9,Ransomware,System,00:05:20.540,320.54,0.0,0.0,38.49,1432,193.7,0,644.8,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,64.2,0.5,21.9,Ransomware,System,00:05:21.650,321.65,0.0,0.01,38.49,1432,193.7,0,644.8,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:22.820,322.82,0.0,0.0,38.49,1432,193.7,0,645.04,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.8,0.0,21.9,Ransomware,System,00:05:23.930,323.93,0.0,0.04,38.49,1432,193.7,0,645.04,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:25.050,325.05,0.0,0.0,38.49,1432,193.7,0,645.04,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,63.3,0.0,21.9,Ransomware,System,00:05:26.160,326.16,0.0,0.0,38.49,1432,193.7,0,645.04,0.0
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,62.8,0.0,21.9,Ransomware,System,00:05:27.280,327.28,0.0,0.01,38.49,1432,193.7,0,645.04,0.0
