Attack,Host,Run,Mode,Power (W),Attack Type,Measurement,Timestamp,Relative Time (s),Current (A),Voltage (V)
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.81,Ransomware,ACS712,00:03:47.790,227.79,1.16,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.65,Ransomware,ACS712,00:03:48.900,228.9,1.13,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.43,Ransomware,ACS712,00:03:50.000,230.0,1.09,2.3
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.1,Ransomware,ACS712,00:03:51.100,231.1,1.02,2.31
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.35,Ransomware,ACS712,00:03:52.200,232.2,1.07,2.3
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,6.01,Ransomware,ACS712,00:03:53.300,233.3,1.2,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,5.94,Ransomware,ACS712,00:03:54.410,234.41,1.19,2.28
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,4.94,Ransomware,ACS712,00:03:55.510,235.51,0.99,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,4.68,Ransomware,ACS712,00:03:56.610,236.61,0.94,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,4.66,Ransomware,ACS712,00:03:57.710,237.71,0.93,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,4.68,Ransomware,ACS712,00:03:58.810,238.81,0.94,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Attack,4.6,Ransomware,ACS712,00:03:59.910,239.91,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.62,Ransomware,ACS712,00:04:01.020,241.02,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.78,Ransomware,ACS712,00:04:02.120,242.12,0.96,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.6,Ransomware,ACS712,00:04:03.220,243.22,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.58,Ransomware,ACS712,00:04:04.320,244.32,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.69,Ransomware,ACS712,00:04:05.420,245.42,0.94,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.29,Ransomware,ACS712,00:04:06.520,246.52,0.86,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.5,Ransomware,ACS712,00:04:07.620,247.62,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.69,Ransomware,ACS712,00:04:08.720,248.72,0.94,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.56,Ransomware,ACS712,00:04:09.830,249.83,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.45,Ransomware,ACS712,00:04:10.930,250.93,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.49,Ransomware,ACS712,00:04:12.030,252.03,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.6,Ransomware,ACS712,00:04:13.130,253.13,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.98,Ransomware,ACS712,00:04:14.230,254.23,1.0,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.53,Ransomware,ACS712,00:04:15.340,255.34,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.65,Ransomware,ACS712,00:04:16.440,256.44,0.93,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.64,Ransomware,ACS712,00:04:17.540,257.54,0.93,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.54,Ransomware,ACS712,00:04:18.640,258.64,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.57,Ransomware,ACS712,00:04:19.740,259.74,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.66,Ransomware,ACS712,00:04:20.840,260.84,0.93,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.94,Ransomware,ACS712,00:04:21.950,261.95,0.99,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.81,Ransomware,ACS712,00:04:23.050,263.05,0.96,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.61,Ransomware,ACS712,00:04:24.150,264.15,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.6,Ransomware,ACS712,00:04:25.250,265.25,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.31,Ransomware,ACS712,00:04:26.350,266.35,0.86,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.82,Ransomware,ACS712,00:04:27.460,267.46,0.96,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.32,Ransomware,ACS712,00:04:28.560,268.56,0.86,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.49,Ransomware,ACS712,00:04:29.660,269.66,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,5.26,Ransomware,ACS712,00:04:30.760,270.76,1.05,2.31
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,5.1,Ransomware,ACS712,00:04:31.860,271.86,1.02,2.31
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.98,Ransomware,ACS712,00:04:32.960,272.96,1.0,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,5.77,Ransomware,ACS712,00:04:34.070,274.07,1.15,2.29
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.87,Ransomware,ACS712,00:04:35.170,275.17,0.97,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.6,Ransomware,ACS712,00:04:36.270,276.27,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.46,Ransomware,ACS712,00:04:37.370,277.37,0.89,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.43,Ransomware,ACS712,00:04:38.470,278.47,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.46,Ransomware,ACS712,00:04:39.570,279.57,0.89,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.24,Ransomware,ACS712,00:04:40.680,280.68,0.85,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.49,Ransomware,ACS712,00:04:41.780,281.78,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.39,Ransomware,ACS712,00:04:42.880,282.88,0.88,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.57,Ransomware,ACS712,00:04:43.980,283.98,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.33,Ransomware,ACS712,00:04:45.080,285.08,0.87,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.31,Ransomware,ACS712,00:04:46.190,286.19,0.86,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.46,Ransomware,ACS712,00:04:47.290,287.29,0.89,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.39,Ransomware,ACS712,00:04:48.390,288.39,0.88,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.29,Ransomware,ACS712,00:04:49.490,289.49,0.86,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.36,Ransomware,ACS712,00:04:50.590,290.59,0.87,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.23,Ransomware,ACS712,00:04:51.700,291.7,0.85,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.49,Ransomware,ACS712,00:04:52.800,292.8,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,5.05,Ransomware,ACS712,00:04:53.900,293.9,1.01,2.31
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.61,Ransomware,ACS712,00:04:55.000,295.0,0.92,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.35,Ransomware,ACS712,00:04:56.100,296.1,0.87,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.35,Ransomware,ACS712,00:04:57.200,297.2,0.87,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.43,Ransomware,ACS712,00:04:58.300,298.3,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.72,Ransomware,ACS712,00:04:59.410,299.41,0.94,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.45,Ransomware,ACS712,00:05:00.510,300.51,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.81,Ransomware,ACS712,00:05:01.610,301.61,0.96,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.46,Ransomware,ACS712,00:05:02.710,302.71,0.89,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.4,Ransomware,ACS712,00:05:03.810,303.81,0.88,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.43,Ransomware,ACS712,00:05:04.910,304.91,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.53,Ransomware,ACS712,00:05:06.020,306.02,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.53,Ransomware,ACS712,00:05:07.120,307.12,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.48,Ransomware,ACS712,00:05:08.220,308.22,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.37,Ransomware,ACS712,00:05:09.320,309.32,0.87,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.66,Ransomware,ACS712,00:05:10.420,310.42,0.93,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.48,Ransomware,ACS712,00:05:11.530,311.53,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.37,Ransomware,ACS712,00:05:12.630,312.63,0.87,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.83,Ransomware,ACS712,00:05:13.730,313.73,0.97,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.64,Ransomware,ACS712,00:05:14.830,314.83,0.93,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.64,Ransomware,ACS712,00:05:15.930,315.93,0.93,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.69,Ransomware,ACS712,00:05:17.040,317.04,0.94,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.56,Ransomware,ACS712,00:05:18.140,318.14,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.89,Ransomware,ACS712,00:05:19.240,319.24,0.98,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,5.07,Ransomware,ACS712,00:05:20.340,320.34,1.01,2.31
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.87,Ransomware,ACS712,00:05:21.440,321.44,0.97,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,5.13,Ransomware,ACS712,00:05:22.540,322.54,1.03,2.31
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.78,Ransomware,ACS712,00:05:23.650,323.65,0.96,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.86,Ransomware,ACS712,00:05:24.750,324.75,0.97,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.27,Ransomware,ACS712,00:05:25.850,325.85,0.85,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.41,Ransomware,ACS712,00:05:26.950,326.95,0.88,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.86,Ransomware,ACS712,00:05:28.050,328.05,0.97,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.9,Ransomware,ACS712,00:05:29.150,329.15,0.98,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.54,Ransomware,ACS712,00:05:30.260,330.26,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,3.82,Ransomware,ACS712,00:05:31.360,331.36,0.76,2.36
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.29,Ransomware,ACS712,00:05:32.460,332.46,0.86,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.31,Ransomware,ACS712,00:05:33.560,333.56,0.86,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.46,Ransomware,ACS712,00:05:34.660,334.66,0.89,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.49,Ransomware,ACS712,00:05:35.770,335.77,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.17,Ransomware,ACS712,00:05:36.870,336.87,0.83,2.35
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.56,Ransomware,ACS712,00:05:37.970,337.97,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.44,Ransomware,ACS712,00:05:39.070,339.07,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.32,Ransomware,ACS712,00:05:40.170,340.17,0.86,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.48,Ransomware,ACS712,00:05:41.270,341.27,0.9,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.27,Ransomware,ACS712,00:05:42.380,342.38,0.85,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.56,Ransomware,ACS712,00:05:43.480,343.48,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.43,Ransomware,ACS712,00:05:44.580,344.58,0.89,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.57,Ransomware,ACS712,00:05:45.680,345.68,0.91,2.33
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.4,Ransomware,ACS712,00:05:46.780,346.78,0.88,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.77,Ransomware,ACS712,00:05:47.880,347.88,0.95,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.85,Ransomware,ACS712,00:05:48.980,348.98,0.97,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.33,Ransomware,ACS712,00:05:50.080,350.08,0.87,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.35,Ransomware,ACS712,00:05:51.190,351.19,0.87,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.33,Ransomware,ACS712,00:05:52.290,352.29,0.87,2.34
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.8,Ransomware,ACS712,00:05:53.390,353.39,0.96,2.32
Ransomware-PoC,Raspberry Pi 4B 2GB,2,Recovery,4.98,Ransomware,ACS712,00:05:54.490,354.49,1.0,2.32
